"DATE","ID","Precipitation"
"04/12/1995",102,0.01
"04/13/1995",103,0.49
"04/14/1995",104,0.01
"04/15/1995",105,0.00
"04/16/1995",106,0.00
"04/17/1995",107,0.00
"04/18/1995",108,0.00
"04/19/1995",109,0.55
"04/20/1995",110,0.00
"04/21/1995",111,0.14
"04/22/1995",112,0.00
"04/23/1995",113,0.00
"04/24/1995",114,0.00
"04/25/1995",115,0.00
"04/26/1995",116,0.00
"04/27/1995",117,0.00
"04/28/1995",118,0.03
"04/29/1995",119,0.00
"04/30/1995",120,0.00
"05/01/1995",121,0.24
"05/02/1995",122,0.00
"05/03/1995",123,0.00
"05/04/1995",124,0.00
"05/05/1995",125,0.00
"05/06/1995",126,0.00
"05/07/1995",127,0.00
"05/08/1995",128,0.00
"05/09/1995",129,0.00
"05/10/1995",130,0.00
"05/11/1995",131,0.48
"05/12/1995",132,0.00
"05/13/1995",133,0.02
"05/14/1995",134,0.00
"05/15/1995",135,0.32
"05/16/1995",136,0.00
"05/17/1995",137,0.12
"05/18/1995",138,0.00
"05/19/1995",139,0.09
"05/20/1995",140,0.00
"05/21/1995",141,0.00
"05/22/1995",142,0.00
"05/23/1995",143,0.00
"05/24/1995",144,0.15
"05/25/1995",145,0.19
"05/26/1995",146,0.00
"05/27/1995",147,0.00
"05/28/1995",148,0.00
"05/29/1995",149,0.21
"05/30/1995",150,0.00
"05/31/1995",151,0.00
"06/01/1995",152,0.00
"06/02/1995",153,0.00
"06/03/1995",154,0.01
"06/04/1995",155,0.24
"06/05/1995",156,0.00
"06/06/1995",157,0.00
"06/07/1995",158,0.53
"06/08/1995",159,0.10
"06/09/1995",160,0.00
"06/10/1995",161,0.00
"06/11/1995",162,0.05
"06/12/1995",163,0.24
"06/13/1995",164,0.19
"06/14/1995",165,0.09
"06/15/1995",166,0.04
"06/16/1995",167,0.00
"06/17/1995",168,0.00
"06/18/1995",169,0.00
"06/19/1995",170,0.00
"06/20/1995",171,0.00
"06/21/1995",172,0.00
"06/22/1995",173,0.00
"06/23/1995",174,0.00
"06/24/1995",175,0.00
"06/25/1995",176,0.06
"06/26/1995",177,0.00
"06/27/1995",178,0.00
"06/28/1995",179,0.00
"06/29/1995",180,0.00
"06/30/1995",181,0.00
"07/01/1995",182,0.09
"07/02/1995",183,0.00
"07/03/1995",184,0.00
"07/04/1995",185,0.00
"07/05/1995",186,0.00
"07/06/1995",187,0.00
"07/07/1995",188,0.00
"07/08/1995",189,0.26
"07/09/1995",190,0.00
"07/10/1995",191,0.00
"07/11/1995",192,0.16
"07/12/1995",193,0.03
"07/13/1995",194,0.00
"07/14/1995",195,0.00
"07/15/1995",196,0.00
"07/16/1995",197,0.00
"07/17/1995",198,0.01
"07/18/1995",199,0.10
"07/19/1995",200,0.00
"07/20/1995",201,0.00
"07/21/1995",202,0.01
"07/22/1995",203,0.00
"07/23/1995",204,0.00
"07/24/1995",205,0.00
"07/25/1995",206,0.38
"07/26/1995",207,0.00
"07/27/1995",208,0.01
"07/28/1995",209,0.13
"07/29/1995",210,0.88
"07/30/1995",211,0.00
"07/31/1995",212,0.00
"08/01/1995",213,0.00
"08/02/1995",214,0.00
"08/03/1995",215,0.00
"08/04/1995",216,0.03
"08/05/1995",217,0.13
"08/06/1995",218,0.63
"08/07/1995",219,0.00
"08/08/1995",220,0.00
"08/09/1995",221,0.00
"08/10/1995",222,0.00
"08/11/1995",223,0.00
"08/12/1995",224,0.00
"08/13/1995",225,0.00
"08/14/1995",226,0.00
"08/15/1995",227,0.00
"08/16/1995",228,0.00
"08/17/1995",229,0.00
"08/18/1995",230,0.00
"08/19/1995",231,0.00
"08/20/1995",232,0.00
"08/21/1995",233,0.00
"08/22/1995",234,0.00
"08/23/1995",235,0.00
"08/24/1995",236,0.00
"08/25/1995",237,0.00
"08/26/1995",238,0.00
"08/27/1995",239,0.03
"08/28/1995",240,0.00
"08/29/1995",241,0.00
"08/30/1995",242,0.00
"08/31/1995",243,0.00
"09/01/1995",244,0.00
"09/02/1995",245,0.00
"09/03/1995",246,0.00
"09/04/1995",247,0.00
"09/05/1995",248,0.00
"09/06/1995",249,0.00
"09/07/1995",250,0.00
"09/08/1995",251,0.01
"09/09/1995",252,0.00
"09/10/1995",253,0.00
"09/11/1995",254,0.00
"09/12/1995",255,0.00
"09/13/1995",256,0.00
"09/14/1995",257,0.11
"09/15/1995",258,0.00
"09/16/1995",259,0.00
"09/17/1995",260,2.77
"09/18/1995",261,0.00
"09/19/1995",262,0.00
"09/20/1995",263,0.00
"09/21/1995",264,0.00
"09/22/1995",265,0.40
"09/23/1995",266,0.02
"09/24/1995",267,0.00
"09/25/1995",268,0.02
"09/26/1995",269,0.27
"09/27/1995",270,0.00
"09/28/1995",271,0.00
"09/29/1995",272,0.00
"09/30/1995",273,0.00
"10/01/1995",274,0.00
"10/02/1995",275,0.00
"10/03/1995",276,0.00
"10/04/1995",277,0.11
"10/05/1995",278,1.52
"10/06/1995",279,1.79
"10/07/1995",280,0.09
"10/08/1995",281,0.00
"10/09/1995",282,0.00
"10/10/1995",283,0.00
"10/11/1995",284,0.00
"10/12/1995",285,0.00
"10/13/1995",286,0.00
"10/14/1995",287,0.15
"10/15/1995",288,0.63
"10/16/1995",289,0.00
"10/17/1995",290,0.00
"10/18/1995",291,0.00
"10/19/1995",292,0.00
"10/20/1995",293,0.00
"10/21/1995",294,1.40
"10/22/1995",295,0.00
"10/23/1995",296,0.00
"10/24/1995",297,0.00
"10/25/1995",298,0.00
"10/26/1995",299,0.00
"10/27/1995",300,0.00
"10/28/1995",301,0.73
"10/29/1995",302,0.00
"10/30/1995",303,0.00
"10/31/1995",304,0.00
"11/01/1995",305,0.01
"11/02/1995",306,0.94
"11/03/1995",307,0.02
"11/04/1995",308,0.05
"11/05/1995",309,0.00
"11/06/1995",310,0.00
"11/07/1995",311,1.00
"11/08/1995",312,0.04
"11/09/1995",313,0.00
"11/10/1995",314,0.00
"11/11/1995",315,0.01
"11/12/1995",316,0.81
"11/13/1995",317,0.02
"11/14/1995",318,1.34
"11/15/1995",319,0.35
"11/16/1995",320,0.00
"11/17/1995",321,0.00
"11/18/1995",322,0.00
"11/19/1995",323,0.10
"11/20/1995",324,0.04
"11/21/1995",325,0.01
"11/22/1995",326,0.00
"11/23/1995",327,0.00
"11/24/1995",328,0.00
"11/25/1995",329,0.00
"11/26/1995",330,0.00
"11/27/1995",331,0.00
"11/28/1995",332,0.00
"11/29/1995",333,0.39
"11/30/1995",334,0.00
"12/01/1995",335,0.10
"12/02/1995",336,0.00
"12/03/1995",337,0.07
"12/04/1995",338,0.00
"12/05/1995",339,0.00
"12/06/1995",340,0.10
"12/07/1995",341,0.00
"12/08/1995",342,0.00
"12/09/1995",343,0.69
"12/10/1995",344,0.00
"12/11/1995",345,0.00
"12/12/1995",346,0.00
"12/13/1995",347,0.00
"12/14/1995",348,0.77
"12/15/1995",349,0.07
"12/16/1995",350,0.15
"12/17/1995",351,0.12
"12/18/1995",352,0.00
"12/19/1995",353,0.36
"12/20/1995",354,0.70
"12/21/1995",355,0.05
"12/22/1995",356,0.00
"12/23/1995",357,0.00
"12/24/1995",358,0.01
"12/25/1995",359,0.00
"12/26/1995",360,0.00
"12/27/1995",361,0.01
"12/28/1995",362,0.00
"12/29/1995",363,0.00
"12/30/1995",364,0.00
"12/31/1995",365,0.00
"01/01/1996",366,0.00
"01/02/1996",367,0.14
"01/03/1996",368,0.94
"01/04/1996",369,0.04
"01/05/1996",370,0.00
"01/06/1996",371,0.00
"01/07/1996",372,0.25
"01/08/1996",373,0.95
"01/09/1996",374,0.00
"01/10/1996",375,0.27
"01/11/1996",376,0.00
"01/12/1996",377,1.43
"01/13/1996",378,0.02
"01/14/1996",379,0.00
"01/15/1996",380,0.00
"01/16/1996",381,0.00
"01/17/1996",382,0.02
"01/18/1996",383,0.00
"01/19/1996",384,0.94
"01/20/1996",385,0.00
"01/21/1996",386,0.00
"01/22/1996",387,0.01
"01/23/1996",388,0.00
"01/24/1996",389,0.46
"01/25/1996",390,0.00
"01/26/1996",391,0.00
"01/27/1996",392,1.82
"01/28/1996",393,0.01
"01/29/1996",394,0.06
"01/30/1996",395,0.02
"01/31/1996",396,0.06
"02/01/1996",397,0.00
"02/02/1996",398,0.03
"02/03/1996",399,0.39
"02/04/1996",400,0.00
"02/05/1996",401,0.00
"02/06/1996",402,0.00
"02/07/1996",403,0.00
"02/08/1996",404,0.00
"02/09/1996",405,0.17
"02/10/1996",406,0.00
"02/11/1996",407,0.29
"02/12/1996",408,0.00
"02/13/1996",409,0.00
"02/14/1996",410,0.26
"02/15/1996",411,0.00
"02/16/1996",412,0.39
"02/17/1996",413,0.13
"02/18/1996",414,0.00
"02/19/1996",415,0.00
"02/20/1996",416,0.00
"02/21/1996",417,0.74
"02/22/1996",418,0.14
"02/23/1996",419,0.00
"02/24/1996",420,0.53
"02/25/1996",421,0.00
"02/26/1996",422,0.00
"02/27/1996",423,0.00
"02/28/1996",424,0.10
"02/29/1996",425,0.00
"03/01/1996",426,0.00
"03/02/1996",427,0.31
"03/03/1996",428,0.08
"03/04/1996",429,0.00
"03/05/1996",430,0.37
"03/06/1996",431,0.23
"03/07/1996",432,0.41
"03/08/1996",433,0.23
"03/09/1996",434,0.00
"03/10/1996",435,0.00
"03/11/1996",436,0.00
"03/12/1996",437,0.00
"03/13/1996",438,0.00
"03/14/1996",439,0.00
"03/15/1996",440,0.10
"03/16/1996",441,0.00
"03/17/1996",442,0.00
"03/18/1996",443,0.00
"03/19/1996",444,0.00
"03/20/1996",445,0.55
"03/21/1996",446,0.08
"03/22/1996",447,0.00
"03/23/1996",448,0.00
"03/24/1996",449,0.00
"03/25/1996",450,0.00
"03/26/1996",451,0.00
"03/27/1996",452,0.00
"03/28/1996",453,0.00
"03/29/1996",454,0.00
"03/30/1996",455,0.00
"03/31/1996",456,0.00
"04/01/1996",457,0.00
"04/02/1996",458,0.54
"04/03/1996",459,0.00
"04/04/1996",460,0.00
"04/05/1996",461,0.00
"04/06/1996",462,0.00
"04/07/1996",463,0.28
"04/08/1996",464,0.08
"04/09/1996",465,0.19
"04/10/1996",466,0.41
"04/11/1996",467,0.00
"04/12/1996",468,0.00
"04/13/1996",469,0.10
"04/14/1996",470,0.08
"04/15/1996",471,0.00
"04/16/1996",472,1.57
"04/17/1996",473,0.00
"04/18/1996",474,0.00
"04/19/1996",475,0.00
"04/20/1996",476,0.00
"04/21/1996",477,0.00
"04/22/1996",478,0.05
"04/23/1996",479,0.21
"04/24/1996",480,0.01
"04/25/1996",481,0.00
"04/26/1996",482,0.04
"04/27/1996",483,0.00
"04/28/1996",484,0.00
"04/29/1996",485,0.59
"04/30/1996",486,0.23
"05/01/1996",487,0.08
"05/02/1996",488,0.00
"05/03/1996",489,0.31
"05/04/1996",490,0.08
"05/05/1996",491,0.00
"05/06/1996",492,0.37
"05/07/1996",493,0.00
"05/08/1996",494,0.06
"05/09/1996",495,0.00
"05/10/1996",496,0.17
"05/11/1996",497,0.10
"05/12/1996",498,0.19
"05/13/1996",499,0.00
"05/14/1996",500,0.00
"05/15/1996",501,0.00
"05/16/1996",502,0.49
"05/17/1996",503,0.11
"05/18/1996",504,0.02
"05/19/1996",505,0.01
"05/20/1996",506,0.00
"05/21/1996",507,0.09
"05/22/1996",508,0.00
"05/23/1996",509,0.00
"05/24/1996",510,0.00
"05/25/1996",511,0.00
"05/26/1996",512,0.00
"05/27/1996",513,0.00
"05/28/1996",514,0.00
"05/29/1996",515,0.01
"05/30/1996",516,0.64
"05/31/1996",517,0.00
"06/01/1996",518,0.00
"06/02/1996",519,0.00
"06/03/1996",520,0.28
"06/04/1996",521,0.04
"06/05/1996",522,0.08
"06/06/1996",523,0.00
"06/07/1996",524,0.00
"06/08/1996",525,0.00
"06/09/1996",526,0.00
"06/10/1996",527,0.01
"06/11/1996",528,0.00
"06/12/1996",529,0.01
"06/13/1996",530,0.00
"06/14/1996",531,0.00
"06/15/1996",532,0.00
"06/16/1996",533,0.00
"06/17/1996",534,0.00
"06/18/1996",535,0.00
"06/19/1996",536,0.01
"06/20/1996",537,0.12
"06/21/1996",538,0.11
"06/22/1996",539,0.03
"06/23/1996",540,0.01
"06/24/1996",541,0.08
"06/25/1996",542,0.00
"06/26/1996",543,0.00
"06/27/1996",544,0.12
"06/28/1996",545,0.06
"06/29/1996",546,0.00
"06/30/1996",547,0.07
"07/01/1996",548,0.01
"07/02/1996",549,0.00
"07/03/1996",550,0.06
"07/04/1996",551,0.40
"07/05/1996",552,0.00
"07/06/1996",553,0.00
"07/07/1996",554,0.00
"07/08/1996",555,0.00
"07/09/1996",556,0.12
"07/10/1996",557,0.00
"07/11/1996",558,0.00
"07/12/1996",559,0.00
"07/13/1996",560,3.36
"07/14/1996",561,0.00
"07/15/1996",562,0.00
"07/16/1996",563,0.01
"07/17/1996",564,0.00
"07/18/1996",565,0.00
"07/19/1996",566,0.08
"07/20/1996",567,0.00
"07/21/1996",568,0.00
"07/22/1996",569,0.00
"07/23/1996",570,0.77
"07/24/1996",571,0.00
"07/25/1996",572,0.00
"07/26/1996",573,0.11
"07/27/1996",574,0.00
"07/28/1996",575,0.00
"07/29/1996",576,0.00
"07/30/1996",577,0.00
"07/31/1996",578,0.31
"08/01/1996",579,0.03
"08/02/1996",580,0.00
"08/03/1996",581,0.00
"08/04/1996",582,0.00
"08/05/1996",583,0.00
"08/06/1996",584,0.00
"08/07/1996",585,0.00
"08/08/1996",586,0.00
"08/09/1996",587,0.24
"08/10/1996",588,0.25
"08/11/1996",589,0.00
"08/12/1996",590,0.00
"08/13/1996",591,0.28
"08/14/1996",592,0.00
"08/15/1996",593,0.00
"08/16/1996",594,0.00
"08/17/1996",595,0.00
"08/18/1996",596,0.00
"08/19/1996",597,0.00
"08/20/1996",598,0.00
"08/21/1996",599,0.00
"08/22/1996",600,0.00
"08/23/1996",601,0.08
"08/24/1996",602,0.38
"08/25/1996",603,0.00
"08/26/1996",604,0.00
"08/27/1996",605,0.00
"08/28/1996",606,0.28
"08/29/1996",607,0.00
"08/30/1996",608,0.00
"08/31/1996",609,0.00
"09/01/1996",610,0.01
"09/02/1996",611,0.63
"09/03/1996",612,0.00
"09/04/1996",613,0.00
"09/05/1996",614,0.00
"09/06/1996",615,0.00
"09/07/1996",616,0.67
"09/08/1996",617,0.03
"09/09/1996",618,0.00
"09/10/1996",619,0.07
"09/11/1996",620,0.00
"09/12/1996",621,0.00
"09/13/1996",622,0.14
"09/14/1996",623,0.05
"09/15/1996",624,0.00
"09/16/1996",625,0.27
"09/17/1996",626,0.97
"09/18/1996",627,1.83
"09/19/1996",628,0.00
"09/20/1996",629,0.00
"09/21/1996",630,0.00
"09/22/1996",631,0.40
"09/23/1996",632,0.03
"09/24/1996",633,0.03
"09/25/1996",634,0.38
"09/26/1996",635,0.00
"09/27/1996",636,0.00
"09/28/1996",637,0.00
"09/29/1996",638,0.58
"09/30/1996",639,0.00
"10/01/1996",640,0.00
"10/02/1996",641,0.03
"10/03/1996",642,0.00
"10/04/1996",643,0.00
"10/05/1996",644,0.00
"10/06/1996",645,0.00
"10/07/1996",646,0.00
"10/08/1996",647,1.40
"10/09/1996",648,0.83
"10/10/1996",649,0.03
"10/11/1996",650,0.00
"10/12/1996",651,0.00
"10/13/1996",652,0.00
"10/14/1996",653,0.00
"10/15/1996",654,0.00
"10/16/1996",655,0.00
"10/17/1996",656,0.00
"10/18/1996",657,0.00
"10/19/1996",658,0.01
"10/20/1996",659,6.11
"10/21/1996",660,1.78
"10/22/1996",661,0.10
"10/23/1996",662,0.08
"10/24/1996",663,0.00
"10/25/1996",664,0.00
"10/26/1996",665,0.00
"10/27/1996",666,0.00
"10/28/1996",667,0.22
"10/29/1996",668,0.00
"10/30/1996",669,0.07
"10/31/1996",670,0.00
"11/01/1996",671,0.00
"11/02/1996",672,0.00
"11/03/1996",673,0.00
"11/04/1996",674,0.00
"11/05/1996",675,0.00
"11/06/1996",676,0.00
"11/07/1996",677,0.03
"11/08/1996",678,0.01
"11/09/1996",679,0.21
"11/10/1996",680,0.00
"11/11/1996",681,0.00
"11/12/1996",682,0.00
"11/13/1996",683,0.00
"11/14/1996",684,0.00
"11/15/1996",685,0.00
"11/16/1996",686,0.00
"11/17/1996",687,0.00
"11/18/1996",688,0.00
"11/19/1996",689,0.10
"11/20/1996",690,0.00
"11/21/1996",691,0.00
"11/22/1996",692,0.00
"11/23/1996",693,0.00
"11/24/1996",694,0.00
"11/25/1996",695,0.07
"11/26/1996",696,1.75
"11/27/1996",697,0.12
"11/28/1996",698,0.00
"11/29/1996",699,0.00
"11/30/1996",700,0.00
"12/01/1996",701,0.06
"12/02/1996",702,1.09
"12/03/1996",703,0.00
"12/04/1996",704,0.00
"12/05/1996",705,0.00
"12/06/1996",706,0.67
"12/07/1996",707,0.89
"12/08/1996",708,0.54
"12/09/1996",709,0.00
"12/10/1996",710,0.00
"12/11/1996",711,0.10
"12/12/1996",712,0.11
"12/13/1996",713,0.07
"12/14/1996",714,0.03
"12/15/1996",715,0.04
"12/16/1996",716,0.00
"12/17/1996",717,0.57
"12/18/1996",718,0.00
"12/19/1996",719,1.05
"12/20/1996",720,0.00
"12/21/1996",721,0.00
"12/22/1996",722,0.00
"12/23/1996",723,0.00
"12/24/1996",724,0.29
"12/25/1996",725,0.10
"12/26/1996",726,0.00
"12/27/1996",727,0.00
"12/28/1996",728,0.00
"12/29/1996",729,0.07
"12/30/1996",730,0.00
"12/31/1996",731,0.03
"01/01/1997",732,0.00
"01/02/1997",733,0.04
"01/03/1997",734,0.04
"01/04/1997",735,0.00
"01/05/1997",736,0.05
"01/06/1997",737,0.00
"01/07/1997",738,0.00
"01/08/1997",739,0.00
"01/09/1997",740,0.06
"01/10/1997",741,0.03
"01/11/1997",742,0.23
"01/12/1997",743,0.00
"01/13/1997",744,0.00
"01/14/1997",745,0.00
"01/15/1997",746,0.00
"01/16/1997",747,0.71
"01/17/1997",748,0.00
"01/18/1997",749,0.00
"01/19/1997",750,0.00
"01/20/1997",751,0.00
"01/21/1997",752,0.00
"01/22/1997",753,0.14
"01/23/1997",754,0.04
"01/24/1997",755,0.04
"01/25/1997",756,0.64
"01/26/1997",757,0.00
"01/27/1997",758,0.00
"01/28/1997",759,0.44
"01/29/1997",760,0.00
"01/30/1997",761,0.03
"01/31/1997",762,0.01
"02/01/1997",763,0.05
"02/02/1997",764,0.00
"02/03/1997",765,0.05
"02/04/1997",766,0.00
"02/05/1997",767,0.64
"02/06/1997",768,0.00
"02/07/1997",769,0.00
"02/08/1997",770,0.01
"02/09/1997",771,0.00
"02/10/1997",772,0.00
"02/11/1997",773,0.06
"02/12/1997",774,0.00
"02/13/1997",775,0.00
"02/14/1997",776,0.30
"02/15/1997",777,0.05
"02/16/1997",778,0.00
"02/17/1997",779,0.21
"02/18/1997",780,0.00
"02/19/1997",781,0.01
"02/20/1997",782,0.00
"02/21/1997",783,0.00
"02/22/1997",784,0.00
"02/23/1997",785,0.00
"02/24/1997",786,0.00
"02/25/1997",787,0.00
"02/26/1997",788,0.01
"02/27/1997",789,0.16
"02/28/1997",790,0.00
"03/01/1997",791,0.00
"03/02/1997",792,0.09
"03/03/1997",793,0.00
"03/04/1997",794,0.01
"03/05/1997",795,0.18
"03/06/1997",796,0.39
"03/07/1997",797,0.00
"03/08/1997",798,0.05
"03/09/1997",799,0.00
"03/10/1997",800,0.41
"03/11/1997",801,0.06
"03/12/1997",802,0.00
"03/13/1997",803,0.00
"03/14/1997",804,0.78
"03/15/1997",805,0.49
"03/16/1997",806,0.00
"03/17/1997",807,0.00
"03/18/1997",808,0.00
"03/19/1997",809,0.00
"03/20/1997",810,0.00
"03/21/1997",811,0.01
"03/22/1997",812,0.17
"03/23/1997",813,0.00
"03/24/1997",814,0.00
"03/25/1997",815,0.02
"03/26/1997",816,0.31
"03/27/1997",817,0.00
"03/28/1997",818,0.00
"03/29/1997",819,0.54
"03/30/1997",820,0.00
"03/31/1997",821,1.41
"04/01/1997",822,1.64
"04/02/1997",823,0.00
"04/03/1997",824,0.00
"04/04/1997",825,0.00
"04/05/1997",826,0.00
"04/06/1997",827,0.00
"04/07/1997",828,0.00
"04/08/1997",829,0.00
"04/09/1997",830,0.00
"04/10/1997",831,0.00
"04/11/1997",832,0.00
"04/12/1997",833,0.40
"04/13/1997",834,0.28
"04/14/1997",835,0.00
"04/15/1997",836,0.00
"04/16/1997",837,0.00
"04/17/1997",838,0.30
"04/18/1997",839,0.87
"04/19/1997",840,0.49
"04/20/1997",841,0.00
"04/21/1997",842,0.00
"04/22/1997",843,0.00
"04/23/1997",844,0.00
"04/24/1997",845,0.00
"04/25/1997",846,0.00
"04/26/1997",847,0.00
"04/27/1997",848,0.00
"04/28/1997",849,0.47
"04/29/1997",850,0.00
"04/30/1997",851,0.00
"05/01/1997",852,0.24
"05/02/1997",853,0.00
"05/03/1997",854,0.05
"05/04/1997",855,0.00
"05/05/1997",856,0.00
"05/06/1997",857,0.09
"05/07/1997",858,0.00
"05/08/1997",859,0.00
"05/09/1997",860,0.04
"05/10/1997",861,0.07
"05/11/1997",862,0.00
"05/12/1997",863,0.00
"05/13/1997",864,0.14
"05/14/1997",865,0.02
"05/15/1997",866,0.09
"05/16/1997",867,0.27
"05/17/1997",868,0.00
"05/18/1997",869,0.00
"05/19/1997",870,0.92
"05/20/1997",871,0.36
"05/21/1997",872,0.06
"05/22/1997",873,0.00
"05/23/1997",874,0.00
"05/24/1997",875,0.00
"05/25/1997",876,0.27
"05/26/1997",877,0.01
"05/27/1997",878,0.00
"05/28/1997",879,0.00
"05/29/1997",880,0.00
"05/30/1997",881,0.00
"05/31/1997",882,0.00
"06/01/1997",883,0.01
"06/02/1997",884,0.01
"06/03/1997",885,0.00
"06/04/1997",886,0.00
"06/05/1997",887,0.00
"06/06/1997",888,0.00
"06/07/1997",889,0.00
"06/08/1997",890,0.00
"06/09/1997",891,0.00
"06/10/1997",892,0.00
"06/11/1997",893,0.00
"06/12/1997",894,0.00
"06/13/1997",895,0.71
"06/14/1997",896,0.00
"06/15/1997",897,0.00
"06/16/1997",898,0.00
"06/17/1997",899,0.00
"06/18/1997",900,0.27
"06/19/1997",901,0.08
"06/20/1997",902,0.00
"06/21/1997",903,0.00
"06/22/1997",904,0.33
"06/23/1997",905,0.00
"06/24/1997",906,0.00
"06/25/1997",907,0.00
"06/26/1997",908,0.00
"06/27/1997",909,0.00
"06/28/1997",910,0.00
"06/29/1997",911,0.00
"06/30/1997",912,0.00
"07/01/1997",913,0.00
"07/02/1997",914,0.08
"07/03/1997",915,0.14
"07/04/1997",916,0.00
"07/05/1997",917,0.00
"07/06/1997",918,0.00
"07/07/1997",919,0.03
"07/08/1997",920,0.00
"07/09/1997",921,0.06
"07/10/1997",922,0.02
"07/11/1997",923,0.00
"07/12/1997",924,0.00
"07/13/1997",925,0.00
"07/14/1997",926,0.00
"07/15/1997",927,0.11
"07/16/1997",928,0.00
"07/17/1997",929,0.01
"07/18/1997",930,0.00
"07/19/1997",931,0.00
"07/20/1997",932,0.00
"07/21/1997",933,0.01
"07/22/1997",934,0.05
"07/23/1997",935,0.00
"07/24/1997",936,0.00
"07/25/1997",937,0.12
"07/26/1997",938,0.00
"07/27/1997",939,0.00
"07/28/1997",940,0.00
"07/29/1997",941,0.00
"07/30/1997",942,0.00
"07/31/1997",943,0.00
"08/01/1997",944,0.00
"08/02/1997",945,0.00
"08/03/1997",946,0.44
"08/04/1997",947,0.11
"08/05/1997",948,0.03
"08/06/1997",949,0.00
"08/07/1997",950,0.00
"08/08/1997",951,0.11
"08/09/1997",952,0.18
"08/10/1997",953,0.00
"08/11/1997",954,0.01
"08/12/1997",955,0.01
"08/13/1997",956,0.64
"08/14/1997",957,0.01
"08/15/1997",958,0.00
"08/16/1997",959,0.00
"08/17/1997",960,0.01
"08/18/1997",961,0.49
"08/19/1997",962,0.00
"08/20/1997",963,0.08
"08/21/1997",964,0.85
"08/22/1997",965,0.01
"08/23/1997",966,0.00
"08/24/1997",967,0.00
"08/25/1997",968,0.00
"08/26/1997",969,0.00
"08/27/1997",970,0.00
"08/28/1997",971,0.00
"08/29/1997",972,0.03
"08/30/1997",973,0.00
"08/31/1997",974,0.00
"09/01/1997",975,0.01
"09/02/1997",976,0.02
"09/03/1997",977,0.12
"09/04/1997",978,0.00
"09/05/1997",979,0.00
"09/06/1997",980,0.00
"09/07/1997",981,0.00
"09/08/1997",982,0.00
"09/09/1997",983,0.00
"09/10/1997",984,0.01
"09/11/1997",985,0.04
"09/12/1997",986,0.26
"09/13/1997",987,0.04
"09/14/1997",988,0.00
"09/15/1997",989,0.00
"09/16/1997",990,0.00
"09/17/1997",991,0.00
"09/18/1997",992,0.00
"09/19/1997",993,0.00
"09/20/1997",994,0.40
"09/21/1997",995,0.00
"09/22/1997",996,0.00
"09/23/1997",997,0.00
